1,List of Maps,8
1,List of Figures,8
1,List of Plates,9
1,Foreword,11
1,Acknowledgments,15
1,Abbreviations,19
1,Chapter 2: Bajo Settlement History,27
2,Origin and Dispersion of the Sama-Bajau,29
2,The Tukang Besi Islands,32
2,Bajo Settlements in the Tukang Besi Islands,35
3,The Villages of Mola Utara and Mola Selatan,36
3,Other Bajo Settlements,41
2,The History of Bajo Settlement in the Tukang Besi Islands,42
2,The Kahar Muzakkar Rebellion and Bajo Migration,44
2,"The Village of Pepela, Roti Island",45
3,Bajo Settlement at Pepela,48
1,Chapter 3: The Maritime World of the Bajo,51
2,Bajo World Views,51
3,Supernatural Beings,51
3,Magic and Ritual,53
3,Concepts of the Soul,54
3,‘Custom’ (Adat),56
2,Maritime Livelihoods,57
3,The Monsoon Regime,57
3,The Local Fishing Economy,58
3,Distant Shore Fishing Activities,61
4,Ngambai Net Fishing,63
2,Maritime Technology,65
3,Rituals of Boat Construction,70
4,"Joining the Keel, Stem and Stern Posts",71
4,The Drilling of the Navel and Ritual Launching,72
1,Chapter 4: Bajo Voyages to the Timor Sea,77
2,"Macassans, Malays and Europeans in Northern Australia",78
2,The Bajo Encounter with Tuan Robin,81
2,The Bajo Encounter with British Airmen in 1936,86
2,Bajo Fishing in the Timor Sea Before World War Il,92
2,The Bajo Encounter with Australian Scientists in 1949,94
2,"Bajo Fishing Activity in the Northwest, 1950s—1970s",98
1,Chapter 5: Australian Maritime Expansion,103
2,Australian Government Perspectives in the Post-War Period,105
2,New Bilateral Arrangements with Indonesia,108
3,The 1974 Memorandum of Understanding,109
3,Australian Enforcement of the MOU,111
3,Extension of the Australian Fishing Zone,114
3,The Ashmore Reef National Nature Reserve,115
3,Amendments to the 1974 MOU,118
2,"Apprehension, Detention and Confiscation, 1985-95",120
3,The Institutional Regime,120
3,Apprehensions in Darwin and Broome 1985-93,123
3,Policy Reviews in the Mid-1990s,134
1,Chapter 6: Bajo Responses to Australian Policy,137
2,The Growing Focus on Sharks,138
2,Bajo Perceptions of Australian Policy,144
2,Shark Fins and Longlines,146
1,"Chapter 7: Sailing, Fishing and Trading in 1994",155
2,Preparations for Departure,155
3,"Owners, Captains and Crew",156
3,The Day of Departure,161
2,The Bajo Fleet in Pepela,163
2,The Fishing Grounds,169
3,Navigation Techniques,169
3,Fishing Rituals,172
2,The Economics of Shark Fishing,174
3,The Trader-Bosses of Pepela,175
3,Grading and Marketing Shark Fin,176
3,Credit and Profits,180
3,Financial Independence and Indebtedness,184
3,The Risk and Cost of Apprehension,187
1,Chapter 8: An Evaluation of Australian Policy,191
2,What is ‘Traditional’ Activity?,192
2,‘Traditional’ Activities in the MOU,194
2,The Case of the Karya Abadi,196
2,Commerce and Tradition,198
2,How Effective is Australian Policy?,201
1,Index,237
