1,Beiträge zum ausländischen und internationalen Privatrecht,2
1,Herausgegeben vom Max-Planck-Institut für ausländisches und internationales Privatrecht,2
1,"Direktoren: Jürgen Basedow, Holger Fleischer und Reinhard Zimmermann",2
1,German and Asian Perspectives on Company Law,4
1,Law and Policy Perspectives,4
1,"Edited by Holger Fleischer, Hideki Kanda, Kon Sik Kim and Peter Mülbert",4
1,Mohr Siebeck,4
1,e-ISBN PDF 978-3-16-155138-3,5
1,ISBN  978-3-16-155026-3,5
1,ISSN 0340-6709 (Beiträge zum ausländischen und internationalen Privatrecht),5
1,© 2016  Mohr Siebeck Tübingen. www.mohr.de,5
1,Dieses Werk ist seit 11/2023 lizenziert unter der Lizenz ‚Creative Commons Namensnennung – Weitergabe  unter  gleichen  Bedingungen  4.0  International‘  (CC  BY-SA  4.0).  Eine vollständige Version des Lizenztextes findet sich unter: https://creativecommons.org/licenses/by-sa/4.0/deed.de,5
1,Das Buch wurde von Gulde Druck in Tübingen auf alterungsbeständiges Werkdruck-papier gedruckt und von der Großbuchbinderei Spinner in Ottersweier gebunden.,5
1,Preface,6
1,Contents,8
1,Introduction,8
1,A Brief Guide to Japanese Company Law,8
1,"A Guide to German Company Law for International Lawyers – Distinctive Features, Particularities, Idiosyncrasies",8
1,I. Directors‘ Liability,8
1,Directors‘ Liability and Enforcement Mechanisms in Japan,8
1,Corporate Opportunity Doctrine as a Basis for Directors‘ Liability – A New Statutory Experiment in Korea,8
1,Ordinary Corporate Conduct Standard vs. Business Judgment Rule – A Review of Case Rulings by Beijing Courts between 2005 and 2014,8
1,Directors‘ Liability and Enforcement Mechanisms from the German Perspective – General Structure and Key Issues,8
1,II. Capital Maintenance,9
1,Legal Capital in Japan and the Influence of German Law,9
1,Capital Maintenance,9
1,From Legal Capital to Subscribed Capital – Capital Rule in China and its Economic Background,9
1,III. The Role of Shareholders,9
1,The Role of Shareholders in Public Companies,9
1,Declining Relevance of Lawsuits on the Validity of Shareholder,9
1,Resolution in Korea – A Comparative Essay,9
1,The Role of Shareholders in Public Companies,9
