3,5.6.6 Cumulative Impacts in a Biological Assessment...,10
3,5.6.7 Biological Assessment Conclusion ...,10
4,NOteS ...,10
3,xi,12
1,Roots of Endangered Species Conservation,18
2,Author,16
3,Some Basic Concepts,34
4,Notes,31
1,Species,48
2,Eastern indigo snake,35
3,(D) the inadequacy of existing regulatory mechanisms; or,75
4,(E) other natural or manmade factors affecting its continued existence.,75
5,(4) The inadequacy of existing regulatory mechanisms; or,75
1,Threatened conservation statuses,85
2,Provide a global index of the state of change of biodiversity.,85
3,Other natural or manmade factors affecting its continued existence.,75
1,Related Environmental Statutes and Regulations,94
2,TABLE 4.1,96
2,Topics Commonly Covered in Environmental Impact Statements,98
3,Topic Typical Considerations,98
4,Commission,100
1,Section 7: The Federal Consultation Process,126
2,Availability of relevant data; Frequent and effective communication with experts; and Careful evaluation of possible impacts and how those impacts may be mitigated.,126
3,TABLE 5.1 Examples of Federal Permits and Authorizations Potentially Requiring Section 7 Consultation,129
3,Is not likely to adversely affect (NLAA); e Nonconcurrence;?,152
4,Is likely to adversely affect (LAA); and Is likely to jeopardize.,152
2,Historic range,145
3,Current range,145
3,Suitable habitat,145
1,Severity of disturbances.,147
1,Take Permits and Mitigation,158
2,Introduction,158
3,Amount or extent of take anticipated; Effect of the take (to comply with Item i),166
3,Compensating for the impact by replacing or providing substitute resources or environments.,174
1,Notes,156
1,Notes,191
2,Dr,200
1,Notes,221
1,Future of the Endangered Species Act,224
4,Notes,255
1,Index,260
2,Note: CI indicates color insert,260
3,A,260
1,B,261
1,D,264
1,E,265
2,non-delegation to states,266
2,Management),267
3,Executive Order 13112,267
3,Expected value concept,267
2,Family,267
3,Farmland Protection Policy Act,267
3,Fauna,267
2,Fecundity,267
1,G,269
2,Gaur bull (Bos gaurus),269
3,General location figures,269
1,H,269
2,Refuge,269
3,Great white shark (Carcharodon carcharias),269
4,Greenhouse gas emissions,269
1,J,271
2,Jack pine (Pinus banksiana),271
3,Temporal avoidance measures,271
4,Japanese honeysuckle (Lonicera japonica),271
1,K,271
2,K-selected species,271
3,Key deer (Odocoileus virginianus clavium),271
1,L,271
2,Jeopardy conclusions,271
3,Job Creation and Wage Enhancement Act (proposed),271
1,Lacey Act of 1900,271
2,loss,273
2,Logistic growth equation,273
2,Longleaf pine (Pinus palustris),273
2,Obama administration,275
2,Repatriation Act,275
3,Native bird protection,275
2,Qualified surveyors,277
4,Runoff,278
5,Safe Drinking Water Act,278
6,Legislation Executive Order 11988 (Floodplain Management),278
1,Take Permits,280
2,Anticipated Effects of Take,280
3,Florida Definitions of Take Terms and Conditions,280
4,Tree Cutting as Violation of Take Prohibitions,281
