1,The Constitution and Governance in Cameroon,2
2,Contents,8
3,List of Abbreviations,10
3,"4 The judiciary, judicial independence and power",9
3,Law No. 2019/019 of 24 December 2019 on the Promotion of Official Languages in Cameroon,16
3,Law No. 2016/007 of 12 July 2016 relating to the Penal Code,16
3,xvi Table of Legislation,17
2,Introduction,22
3,Notes,28
1,1 A history of the constitution and governance in Cameroon,29
2,Part I. Background,29
2,ENistory of constitution 9 Part II. Colonial governance and administration,30
3,A. The civil law and governance in French Cameroon,30
3,10 History of constitution,31
3,ENstory of constitution 11 B. The common law and governance in British Cameroons,32
3,C. The decolonisation process,34
2,I. French Cameroon,34
2,IT. Southern Cameroons,35
3,(a) Do you wish to achieve independence by joining the independent Federation of Nigeria?,36
3,(b) Do you wish to achieve independence by joining the independent Republic of the Cameroons?,36
2,Part III. Post-independence constitutional developments,39
3,"A, Federalism and the coexistence of French and British constitutional traditions",39
3,B. The Glorious Revolution of May Twentieth and the demise of the Westminster model,43
3,C. The return to multi-party democracy,44
2,Conclusion,48
3,Notes,48
3,"The Lyttleton Constitution of 1954. See also Nigerian Constitution, HL Deb",50
3,ENstory of constitution,51
3,"See, for instance, Resolution 1352(XIV) para 4, Resolution 1608(XV) of 21 April",51
3,"ibid 159-164; Stark, \u2018Federalism in Cameroon\u2019 (n 94) 427. See also Rubin (n 1)",51
3,ibid,52
3,ENstory of constitution,53
3,"ibid. See also Joseph Takougang and Milton Krieger, An African State and Society in the",54
3,"Konings, \u201cThe Anglophone Struggle\u2019 (n 139) 316; Takougang and Krieger (n 157)",54
2,References,54
2,Part I. Semi-presidentialism and the structure of the executive,57
3,A. Structure of the executive,57
3,B. Semi-presidentialism and executive power,58
1,Part II. The President,58
2,A. Election,58
2,B. Competencies and powers,60
3,"I. Appointment of the PM, the cabinet and other state officials",61
3,IT. Legislative powers,62
3,"IIT, Dissolution powers",63
3,IV. Power to extend or abridge the parliamentary term,64
3,V. Emergency powers,66
3,VIL. Foreign affairs,69
2,C. Accountability,69
3,I. Immunity from prosecution,69
3,IT. Impeachment,70
2,Part III. The PM and the government,72
3,A. Powers of the PM,72
3,"I, Formation of government",72
3,IT. Policy implementation,72
3,"III, Regulatory powers",73
3,Il. The CONAC,76
1,Conclusion,77
1,Notes,78
1,Executive power and semi-presidentialism,79
1,Executive power and semi-presidentialism,83
3,A. Structure of the National Electoral Commission,91
2,The electoral system and the legislature 71 I. Role and powers of ELECAM,92
3,"Table 3.1 Jurisdiction, membership and role of sub-commissions",93
3,Territorial Institution Jurisdiction Membership,94
2,Part II. Election of members of parliament,97
3,A. National Assembly,97
3,B. The Senate,98
3,Table 3.2 Results of legislative elections,100
3,C. The relationship between the National Assembly and Senate,103
2,Part IV. Powers and functions of the legislature,105
3,A. The legislative domain and law making,105
3,B. Scrutiny of the executive,108
3,I. Oral and written questions,109
3,IT. Vote of no confidence and motion of censure,110
3,"III, Commissions of inquiry",112
2,C. Fiscal oversight,114
2,Conclusion: democratisation and bicameralism in a one-party dominated state,119
3,Notes,120
3,"Standing Orders (NA), s 18",122
3,"Lilian Atanga, Gender, Discourse and Power in the Camerooman Parliament (Langaa RPCIG",125
3,"Standing Orders (NA) s 79 (2). See also Fombad, Cameroon Constitutional Law (n 41)",125
3,"Standing Orders of Senate, art 94; Standing Orders (NA) s 90",126
3,References,128
3,"Reuters Africa, 'Cameroon Presidential Hopeful Quits Ruling Party' (11 January",129
2,Part I. Organisation of the judicial system and jurisdiction of the courts,131
3,The Supreme Court,131
3,The Court of Appeal,131
3,The Special Criminal Court,131
3,"The judiciary, judicial independence and power 111",132
3,C. HIGH COURTS,134
3,D. COURTS OF FIRST INSTANCE,135
3,E. CUSTOMARY COURTS,136
2,II. Ordinary courts with appellate jurisdiction,136
3,A. COURTS OF APPEAL,136
3,B. SUPREME COURT,137
3,Supreme Court),137
3,Want of jurisdiction,138
2,III. Court of Impeachment,140
2,IV. State Security Court,141
1,Part II. The status and independence of the judiciary,141
2,A. Structure and constitutional status of the judiciary,141
3,I. Structure,141
3,IT. Constitutional status,142
2,"B. The judicial tenure: appointment, career progression and discipline of judges",143
3,"I, Appointment",143
3,"II, Career progression",143
3,IIT. Discipline,146
3,Misinterpretation of facts,138
3,Breach of the law,139
2,C. Judicial independence versus accountability: a tenuous relationship,148
2,D. The prosecutor in the judicial landscape,150
2,E. Judicial scrutiny of the executive,152
3,I. Scope of review,152
2,F. Judicial power and the enforceability of judgments,155
1,Conclusion,157
1,Notes,158
1,References,167
2,"Burbank S, \u201cThe Past and Present of Judicial Independence\u2019 (1996) 80(3) Judicature",167
2,"Embom L, \u2018Droits de !Homme: Amnesty International Epingle le Cameroun\u2019 (Yaound\u00e9",168
3,"Walter Numi, Che Nii & Kongnso Lawrence v The People, Suit No. CANWR/MA/3C/",160
3,"Decree No. 95/048 of 8 March 1995 on the Status of the Magistracy (SOM), s",161
3,"Fombad, \u2018A Preliminary Assessment\u2019 (n 206) 255",165
3,"Neville Brown and John Bell, French Administratwe Law (5th ed, Oxford University Press",165
3,"Kouang Guillaum v Etat du Cameroun, Judgment No 66 ADD/CS/CA of 31 May",166
3,"Social Democratic Front (SDF) v Etat du Cameroun, Ordonance No. 01/OSE/CCA/CS/",166
3,"United States Department of State, \u2018Country Reports on Human Rights Practices for 2011: Cameroon\u2019. https://cm.usembassy.gov/wp-content/uploads/sites/240/",166
1,Part I. Structure and competence of the Constitutional Council,170
2,I. Constitutional review,173
2,"III, Ensuring the regularity of elections",177
2,C. Access,178
2,D. Procedures before the Constitutional Council,181
2,L. Constitutional review,182
2,Il. Effect of the Council’s decisions,183
2,E. Protecting constitutional rights and promoting democratic advancement,183
1,Part II. International treaties and the alternative to constitutional review,187
3,"Ministry of Justice, “Report of the Ministry of Justice on Human Rights in Cameroon in",169
3,for 2011: Cameroon’ _https://cm.usembassy.gov/wp-content/uploads/sites/240/,169
3,president) in the Commission on the Final Counting of Votes.”,177
1,Part II. International treaties and the alternative to constitutional review,187
2,A. International law and the domestic legal order,187
3,Decrees,188
3,Other Regulatory Instruments,188
2,B. Le contrôle de conventionnalité des lois,188
2,Conclusion,190
3,"Akiangan Fombin Sebastian v Foto Joseph G Others, Suit No. HCK/3/96 of 6 January",192
3,"For instance, the International Covenant on Civil and Political Rights ICCPR), arts",193
3,Loi Organique No. 2009-1523 of 10 December 2009 on the application of article,194
3,"Constitution of the Republic of Benin 1990, art 122; Law No. 91/009 of 4 March",194
3,"Constitutional Council Law, s 59(1). Affirmed in Decision No. 001/G/SCT/CC/",194
2,References,196
3,"Jakab A, ‘Judicial Reasoning in Constitutional Courts: A European Perspective’ (2013)",197
1,self-determination,199
2,Part I. The immediate triggers of the Anglophone crisis in brief,200
2,Part II. Responses to the Anglophone problem,202
3,A. Decentralisation,202
4,I. Justifying decentralisation,203
3,B. Special autonomy status,206
4,"Bilingualism, Cultural Diversity, and Social Cohesion",207
4,A. DEVOLVED POWERS,209
5,Participating in the formulation of national public policies relating to the Anglophone education subsystem,209
5,Setting up and managing regional development authorities,209
4,LTT. Institutional structures,211
2,Conclusion,229
3,Decree No. 2017/013 of 23 January 2017 on the creation of the National,230
3,ibid,232
3,The speech is available at https://www.prc.cm/en/news/speeches-of-the-president/,232
3,"Marc Weller, ‘Settling Self-determination Conflicts: Recent Developments’ (2009)",234
3,Gunme & Ors v Attorney General of the Federal Republic of Nigeria. Suit No. FHC/ABJ/CS/,236
2,References,237
3,"International Crisis Group, ‘Cameroon Anglophone Crisis at the Crossroads’ (2 August",238
3,"Mbuagbo O, ‘Cameroon: Flawed Decentralisation & the Politics of Identity in the Urban",239
2,Part I. Overview of constitutional provisions,242
